ARK;"Object name/Title";Author;Date;"Inventory number";Collection;"Geographic references / Places";Location;MNR
cl020564967;"Homme frappant une femme nue ; un vieillard conduisant une barque";"PEREGRINO DA CESENA";;"699 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 3, dessiné au recto";
cl020564968;"Quatre rameaux végétaux stylisés ; médaillon avec le Calvaire";"PEREGRINO DA CESENA";;"700 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 4, dessiné au recto";
cl020564969;"Deux études de bijoux portant une pierre dans une monture de feuillage";"PEREGRINO DA CESENA";;"701 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 5, dessiné au recto";
cl020564970;"Panneau de grotesques ; casque à l'antique avec un dauphin en cimier ; frise d'acanthes";"PEREGRINO DA CESENA";;"702 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 6, dessiné au recto";
cl020564971;"Deux esquisses d'un bijou dans une monture de feuillage ; homme tendant un tonnelet à un autre homme, à demi nu";"PEREGRINO DA CESENA";;"703 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 7, dessiné au recto";
cl020564972;"Trois études d'un médaillon, d'un bandeau et d'un angle associant le crâne d'Adam et des pampres de vigne";"PEREGRINO DA CESENA";;"704 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 8, dessiné au recto";
cl020564973;"Dessin de la première étude du recto repassé à la pointe de métal";"PEREGRINO DA CESENA";;"704 DR/ Verso; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 8, dessiné au verso";
cl020564974;"La récolte de la manne ; femme nue gisant aux pieds d'une statue";"PEREGRINO DA CESENA";;"705 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 9, dessiné au recto";
cl020564975;"Étude mi-partie d'une frise ; un panneau de grotesques avec un putto posant un pied sur la tête d'un griffon ; frise d'acanthes avec une figure portant une corne d'abondance";"PEREGRINO DA CESENA";;"706 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 10, dessiné au recto";
cl020564976;"Deux ovales concentriques";"PEREGRINO DA CESENA";;"706 DR/ Verso; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 10, dessiné au verso";
cl020564977;"Sculpteur taillant un chapiteau corinthien ; labyrinthe circulaire vu en plan";"PEREGRINO DA CESENA";;"707 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 11, dessiné au recto";
cl020564979;"Nautile ; sainte Catherine d'Alexandrie ; crâne de cheval ; trois études de feuille d'acanthe ; saint barbu, assis";"PEREGRINO DA CESENA";;"708 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 12, dessiné au recto";
cl020564980;"Triton vu de face portant un panier et un amour ; sirène vue de face avec ses deux enfants ; trois études de candélabres";"PEREGRINO DA CESENA";;"709 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 13, dessiné au recto";
cl020564981;"Paysage vallonné avec un château";"PEREGRINO DA CESENA";;"710 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 14, dessiné au recto";
cl020564982;"Homme en tunique vu à mi-corps ; femme voilée, de profil vers la gauche ; masque de lion ailé avec un buccin et une flûte à cinq tuyaux entrecroisés ; figure enturbannée, vue de dos";"PEREGRINO DA CESENA";;"711 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 15, dessiné au recto";
cl020564983;"Cité au bord d'un cours d'eau où sont amarrées trois gondoles ; fragment de frise";"PEREGRINO DA CESENA";;"711 DR/ Verso; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 15, dessiné au verso";
cl020564984;"Candélabre ; tracés de deux doubles cercles concentriques";"PEREGRINO DA CESENA";;"713 DR/ Verso; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 16, dessiné au verso";
cl020564986;"Masque de lion ; saint Jean l'Évangéliste ; feuilles d'acanthe ; trophées d'armes ; triton";"PEREGRINO DA CESENA";;"714 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 17, dessiné au recto";
cl020564987;"Trois candélabres avec des harpies";"PEREGRINO DA CESENA";;"715 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 18, dessiné au recto";
cl020564988;"Moitié gauche d'un candélabre avec un griffon et des dragons ; deux fragments de frises";"PEREGRINO DA CESENA";;"716 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 19, dessiné au recto";
cl020564989;"Trois feuilles d'acanthe et cinq fleurs";"PEREGRINO DA CESENA";;"717 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 20, dessiné au recto";
cl020564990;"Branche de feuillage ; feuille d'acanthe enroulée ; tête de bélier ; rinceau d'acanthes";"PEREGRINO DA CESENA";;"718 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 21, dessiné au recto";
cl020564991;"Une pièce d'armure ; six motifs végétaux : un épi, une feuille et quatre fleurs";"PEREGRINO DA CESENA";;"719 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 22, dessiné au recto";
cl020564992;"Éléphant d'Afrique ; casque de profil vers la droite ; vieille femme, coiffée d'un voile, vue de profil vers la droite ; essais de plume";"PEREGRINO DA CESENA";;"720 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 23, dessiné au recto";
cl020564994;"Deux statues antiques ; en dessous, une partie d'une frise de feuilles d'acanthe en rinceaux et palmettes";"PEREGRINO DA CESENA";;"721 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 24, dessiné au recto";
cl020564995;"Deux statues féminines antiques";"PEREGRINO DA CESENA";;"722 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 25, dessiné au recto";
cl020564996;"Tige fleurie, griffon au pied d'un candélabre ; tête de vache ; Vénus acéphale";"PEREGRINO DA CESENA";;"723 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 26, dessiné au recto";
cl020564997;"Esquisse d'une tête de vache ; plan d'un château ; rinceau d'acanthes avec un dauphin ; casque à l'antique vu de profil vers la droite";"PEREGRINO DA CESENA";;"724 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 27, dessiné au recto";
cl020564998;"Sainte Catherine";"PEREGRINO DA CESENA";;"725 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 28, dessiné au recto";
cl020564999;"Saint Jean Baptiste de trois quarts vers la droite, la Vierge en prière de profil vers la gauche, saint Jean l'Évangéliste de profil vers la droite";"PEREGRINO DA CESENA";;"726 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 29, dessiné au recto";
cl020565001;"Jambe droite";"PEREGRINO DA CESENA";;"727 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 30, dessiné au recto";
cl020565002;"Trois montures de pierres précieuses rectangulaires";"PEREGRINO DA CESENA";;"727 DR/ Verso; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 30, dessiné au verso";
cl020565003;"Deux montures de bijoux (?) à motifs de feuillages";"PEREGRINO DA CESENA";;"729 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 31, dessiné au recto";
cl020565004;"Quatre études de frises";"PEREGRINO DA CESENA";;"730 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 32, dessiné au recto";
cl020565006;"Deux études de frises avec rinceaux d'acanthe";"PEREGRINO DA CESENA";;"731 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 33, dessiné au recto";
cl020565007;"Frise avec une figure tournée vers la gauche ; aigle de profil tenant dans ses serres un lièvre ou un lapin ; trois grecques";"PEREGRINO DA CESENA";;"732 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 34, dessiné au recto";
cl020565008;"Deux femmes : l'une barattant de la crème, l'autre égouttant un fromage ; une feuille d'acanthe";"PEREGRINO DA CESENA";;"733 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 35, dessiné au recto";
cl020565010;"Vache acéphale de profil vers la gauche ; joug, deux détails de sa bride";"PEREGRINO DA CESENA";;"734 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 36, dessiné au recto";
cl020565011;"Deux études de frises";"PEREGRINO DA CESENA";;"735 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 37, dessiné au recto";
cl020565012;"Moine assis sur un banc, tenant son chapelet ; deux tiges fleuries";"PEREGRINO DA CESENA";;"736 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 38, dessiné au recto";
cl020565013;"Trois études de frise";"PEREGRINO DA CESENA";;"737 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 39, dessiné au recto";
cl020565014;"Trois études pour un emblème avec un chien couché tenant une plume de sa litière dans la gueule ; essais de plume";"PEREGRINO DA CESENA";;"737 DR/ Verso; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 39, dessiné au verso";
cl020565015;"Judith debout, tenant d'une main un cimeterre et de l'autre la tête coupée d'Holopherne ; tête de cheval de profil vers la droite";"PEREGRINO DA CESENA";;"739 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 40, dessiné au recto";
cl020565016;"Deux statues antiques : Athéna acéphale, une femme drapée, regardant vers la gauche";"PEREGRINO DA CESENA";;"740 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 41, dessiné au recto";
cl020565017;"Deux figures drapées à l'antique : une femme de profil faisant un sacrifice, un homme, de face, tenant un pan de sa toge ; étude de frise avec un dragon";"PEREGRINO DA CESENA";;"741 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 42, dessiné au recto";
cl020565018;"Satyre debout, de trois quarts vers la droite, offrant un bélier en sacrifice à un terme priapique ; un goujon";"PEREGRINO DA CESENA";;"742 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 43, dessiné au recto";
cl020565020;"Deux statues antiques acéphales ; fragment de frise avec des feuilles d'acanthe ; une oenochoé";"PEREGRINO DA CESENA";;"743 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 44, dessiné au recto";
cl020565021;"Deux cartouches décoratifs rectangulaires";"PEREGRINO DA CESENA";;"743 DR/ Verso; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 44, dessiné au verso";
cl020565022;"Un vase avec les anses en forme de dragon ; fragment de frise avec un rinceau d'acanthe fleuri ; deux statues antiques acéphales";"PEREGRINO DA CESENA";;"745 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 45, dessiné au recto";
cl020565023;"Tige fleurie ; deux études d'un bras droit tendu horizontalement";"PEREGRINO DA CESENA";;"746 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 46, dessiné au recto";
cl020565024;"Quatre cartouches décoratifs";"PEREGRINO DA CESENA";;"746 DR/ Verso; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 46, dessiné au verso";
cl020565025;"Trois études de pieds chaussés de sandales";"PEREGRINO DA CESENA";;"748 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 47, dessiné au recto";
cl020565026;"Quatre études d'un emblème avec un chien sous un arbre";"PEREGRINO DA CESENA";;"749 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 47, dessiné au verso";
cl020565027;"Dérision du Christ";"PEREGRINO DA CESENA";;"750 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 48, dessiné au recto";
cl020565028;"Deux études de rameaux végétaux stylisés ; esquisse de tête d'homme barbu de trois quarts vers la gauche (saint Jérôme ?)";"PEREGRINO DA CESENA";;"750 DR/ Verso; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 48, dessiné au verso";
cl020565029;"Saint Jérôme pénitent devant sa grotte";"PEREGRINO DA CESENA";;"752 DR/ Recto; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 49, dessiné au recto";
cl020565034;"Caricature d'une tête d'homme (?)";"PEREGRINO DA CESENA";;"729 DR/ Verso; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 31, dessiné au verso";
cl020565035;"Tête d'aigle";"PEREGRINO DA CESENA";;"732 DR/ Verso; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 34, dessiné au verso";
cl020565036;"Remède pharmacéutique";"PEREGRINO DA CESENA";;"745 DR/ Verso; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 45, dessiné au verso";
cl020565037;Inscription;"PEREGRINO DA CESENA";;"752 DR/ Verso; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 654 DR à 752 DR -  Peregrino da Cesena, Folio 49, dessiné au verso";
cl020565103;Poesta;"GUERRA Giovanni";;"1078 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 1 blanc, dessiné au recto";
cl020565104;Philosofia;"GUERRA Giovanni";;"1079 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 2 blanc, dessiné au recto";
cl020565105;Astrologia;"GUERRA Giovanni";;"1080 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 3 blanc, dessiné au recto";
cl020565106;Teologia;"GUERRA Giovanni";;"1081 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 4 blanc, dessiné au recto";
cl020565107;Gramatiga;"GUERRA Giovanni";;"1082 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 5 blanc, dessiné au recto";
cl020565108;Logica;"GUERRA Giovanni";;"1083 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 6 blanc, dessiné au recto";
cl020565109;Retorica;"GUERRA Giovanni";;"1084 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 7 blanc, dessiné au recto";
cl020565110;Arismeticha;"GUERRA Giovanni";;"1085 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 8 blanc, dessiné au recto";
cl020565111;Geometria;"GUERRA Giovanni";;"1086 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 9 blanc, dessiné au recto";
cl020565112;Musicha;"GUERRA Giovanni";;"1087 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 10 blanc, dessiné au recto";
cl020565113;Astrolocia;"GUERRA Giovanni";;"1088 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 11 blanc, dessiné au recto";
cl020565114;"La Verita";"GUERRA Giovanni";;"1089 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 12 blanc, dessiné au recto";
cl020565115;"La Ragione";"GUERRA Giovanni";;"1090 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 13 blanc, dessiné au recto";
cl020565116;"La Natura";"GUERRA Giovanni";;"1091 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 14 blanc, dessiné au recto";
cl020565117;"La Natura";"GUERRA Giovanni";;"1092 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 15 blanc, dessiné au recto";
cl020565118;"La Eternita";"GUERRA Giovanni";;"1093 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 16 blanc, dessiné au recto";
cl020565119;Istabilta;"GUERRA Giovanni";;"1094 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 17 blanc, dessiné au recto";
cl020565120;Vigilanza;"GUERRA Giovanni";;"1095 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 18 blanc, dessiné au recto";
cl020565121;Sapere;"GUERRA Giovanni";;"1096 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 19 blanc, dessiné au recto";
cl020565122;Virtu;"GUERRA Giovanni";;"1097 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 20 blanc, dessiné au recto";
cl020565123;Virtu;"GUERRA Giovanni";;"1098 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 21 blanc, dessiné au recto";
cl020565124;Virtu;"GUERRA Giovanni";;"1099 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 22 blanc, dessiné au recto";
cl020565125;Virtu;"GUERRA Giovanni";;"1100 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 23 blanc, dessiné au recto";
cl020565126;Filosofia;"GUERRA Giovanni";;"1101 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 24 blanc, dessiné au recto";
cl020565127;Filosofia;"GUERRA Giovanni";;"1102 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 25 blanc, dessiné au recto";
cl020565128;Sapienza;"GUERRA Giovanni";;"1103 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 26 blanc, dessiné au recto";
cl020565129;Prundezza;"GUERRA Giovanni";;"1104 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 27 blanc, dessiné au recto";
cl020565130;Prudenza;"GUERRA Giovanni";;"1105 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 28 blanc, dessiné au recto";
cl020565131;Pazienza;"GUERRA Giovanni";;"1106 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 29 blanc, dessiné au recto";
cl020565132;Pasienza;"GUERRA Giovanni";;"1107 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 30 blanc, dessiné au recto";
cl020565133;Pasientia;"GUERRA Giovanni";;"1108 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 31 blanc, dessiné au recto";
cl020565134;Eloquentia;"GUERRA Giovanni";;"1109 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 32 blanc, dessiné au recto";
cl020565135;Vita;"GUERRA Giovanni";;"1110 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 33 blanc, dessiné au recto";
