ARK;"Object name/Title";Author;Date;"Inventory number";Collection;"Geographic references / Places";Location;MNR
cl020555152;"Modèle de coiffure";"BERAIN Jean I";;"2676 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555153;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2677 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555154;"Modèle de coiffure";"BERAIN Jean I";;"2678 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555155;"Modèle de coiffure";"BERAIN Jean I";;"2679 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555156;"Chabyle (opéra Isis 1677)";"BERAIN Jean I";;"2680 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555157;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2681 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555158;"Modèle de coiffure";"BERAIN Jean I";;"2682 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555159;"Modèle de coiffure";"BERAIN Jean I";;"2683 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555160;"Modèle de coiffure";"BERAIN Jean I";;"2684 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555161;"Modèle de coiffure";"BERAIN Jean I";;"2685 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555162;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2686 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555163;"Modèle de coiffure";"BERAIN Jean I";;"2687 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555164;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2688 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555165;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2690 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555166;"Modèle de coiffure";"BERAIN Jean I";;"2691 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555167;"Modèle de coiffure";"BERAIN Jean I";;"2692 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555168;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2693 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555169;"Modèle de coiffure";"BERAIN Jean I";;"2694 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555170;"Modèle de coiffure";"BERAIN Jean I";;"2695 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555171;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2696 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555172;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2697 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555173;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"BELLA Stefano della";;"2699 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555174;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2700 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555175;"Modèle de coiffure";"BERAIN Jean I";;"2701 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555176;"Modèle de coiffure";"BERAIN Jean I";;"2702 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555177;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2703 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555178;"Modèle de coiffure";"BERAIN Jean I";;"2704 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555179;"Modèle de coiffure";"BERAIN Jean I";;"2705 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555180;"Costume de Coridon pour ""Roland""";"BERAIN Jean I";"Vers 1685";"2706 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555181;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"BERAIN Jean I";;"2707 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555182;"Modèle de coiffure";"BERAIN Jean I";;"2708 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555183;"Modèle de coiffure";"BERAIN Jean I";;"2709 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555184;"Modèle de coiffure";"BERAIN Jean I";;"2710 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555185;"Modèle de coiffure";"BERAIN Jean I";;"2711 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555186;"Modèle de coiffure";"BERAIN Jean I";;"2712 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555187;"Modèle de coiffure";"BERAIN Jean I";;"2713 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555188;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2714 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555189;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2716 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555190;"Modèle de coiffure";"BERAIN Jean I";;"2717 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555191;"Modèle de coiffure";"BERAIN Jean I";;"2718 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555192;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2719 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555193;"Modèle de coiffure";"BERAIN Jean I";;"2720 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555194;"Modèle de coiffure";"BERAIN Jean I";;"2721 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555195;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2722 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555196;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2723 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555197;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2724 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555198;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2725 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555199;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2726 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555200;"Costume pour un Egyptien dansant aux castagnettes pour l'opéra ""Isis""";"LEPAUTRE Jacques";"vers 1677";"2727 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555201;"Modèle de coiffure";"BERAIN Jean I";;"2728 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555202;"Modèle de coiffure";"BERAIN Jean I";;"2729 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555203;"Modèle de coiffure";"BERAIN Jean I";;"2730 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555204;"Modèle de coiffure";"BERAIN Jean I";;"2731 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555205;"Modèle de coiffure";"BERAIN Jean I";;"2732 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555206;"Modèle de coiffure";"BERAIN Jean I";;"2733 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555207;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2734 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555208;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2736 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555209;"Modèle de coiffure";"BERAIN Jean I";;"2737 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555210;"Modèle de coiffure";"BERAIN Jean I";;"2738 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555211;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2739 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555212;"Modèle de coiffure";"BERAIN Jean I";;"2740 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555213;"Modèle de coiffure";"BERAIN Jean I";;"2741 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555842;"Du Pont de Chambon de Mérillac";"ANONYME FRANCAIS";;"23580 LR/ Recto; 176";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020556689;"Etudes de nuages, esquisse d'architecture et jeune homme lisant";"Santi, Raffaello, dit Raphaël";"Vers 1502/1504";"771 DR/ Verso; vol.1, p.10";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, petit format";
cl020556777;"Frontispice orné d'instruments de musique et d'accessoires de théâtre";"LECLERC Sébastien";"vers 1685";"2859 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XIII - 2859 DR à 2990 DR";
cl020556778;"Costumes des Fêtes , Mascarades . Théâtres , etc , de Louis XIV";"ANONYME FRANCAIS";;"2861 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XIII - 2859 DR à 2990 DR";
cl020556779;"Costumes des Fêtes , Mascarades . Théâtres , etc , de Louis XIV";"ANONYME FRANCAIS";;"2862 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XIII - 2859 DR à 2990 DR";
